# duration[s]	open_theoretical_valve	open_jet_grid_valve	closed_theoretical_valve	closed_jet_grid_valve
2.450	7.575e-03	2.652e-02	6.710e-02	8.751e-02
2.500	6.493e-03	1.061e-02	6.493e-02	9.414e-02
2.550	5.411e-03	1.458e-02	4.978e-02	9.414e-02
2.600	6.493e-03	1.326e-02	5.086e-02	9.016e-02
2.650	4.329e-03	1.326e-02	5.736e-02	8.884e-02
2.700	3.247e-03	1.458e-02	3.138e-02	7.027e-02
2.750	2.164e-03	6.630e-03	4.112e-02	7.823e-02
2.800	0.000e+00	9.281e-03	4.221e-02	7.425e-02
2.850	3.247e-03	7.955e-03	2.273e-02	5.171e-02
2.900	2.164e-03	3.978e-03	3.138e-02	4.508e-02
2.950	3.247e-03	1.061e-02	3.030e-02	4.906e-02
3.000	7.575e-03	1.193e-02	2.597e-02	5.834e-02
3.050	3.247e-03	5.304e-03	2.273e-02	6.364e-02
3.100	0.000e+00	5.304e-03	1.840e-02	4.110e-02
3.150	2.164e-03	2.652e-03	1.299e-02	3.050e-02
3.200	1.082e-03	2.652e-03	1.732e-02	4.110e-02
3.250	3.247e-03	3.978e-03	1.732e-02	3.182e-02
3.300	0.000e+00	2.652e-03	2.056e-02	4.508e-02
3.350	1.082e-03	2.652e-03	2.273e-02	3.447e-02
3.400	0.000e+00	1.326e-03	1.515e-02	3.447e-02
3.450	1.082e-03	2.652e-03	9.740e-03	2.519e-02
3.500	1.082e-03	2.652e-03	1.190e-02	3.447e-02
3.550	0.000e+00	2.652e-03	1.623e-02	3.182e-02
3.600	0.000e+00	3.978e-03	1.190e-02	3.050e-02
3.650	0.000e+00	0.000e+00	7.575e-03	1.724e-02
3.700	0.000e+00	1.326e-03	9.740e-03	2.784e-02
3.750	0.000e+00	1.326e-03	1.082e-02	2.519e-02
3.800	1.082e-03	2.652e-03	8.658e-03	1.856e-02
3.850	0.000e+00	2.652e-03	7.575e-03	1.856e-02
3.900	0.000e+00	0.000e+00	4.329e-03	1.061e-02
3.950	0.000e+00	1.326e-03	8.658e-03	2.121e-02
4.000	0.000e+00	0.000e+00	9.740e-03	1.591e-02
4.050	1.082e-03	2.652e-03	6.493e-03	1.724e-02
4.100	0.000e+00	0.000e+00	4.329e-03	9.281e-03
4.150	0.000e+00	0.000e+00	5.411e-03	9.281e-03
4.200	0.000e+00	0.000e+00	2.164e-03	1.326e-02
4.250	1.082e-03	1.326e-03	4.329e-03	1.326e-02
4.300	0.000e+00	0.000e+00	5.411e-03	1.326e-02
4.350	1.082e-03	1.326e-03	4.329e-03	7.955e-03
4.400	0.000e+00	3.978e-03	3.247e-03	5.304e-03
4.450	0.000e+00	0.000e+00	1.082e-03	6.630e-03
4.500	0.000e+00	0.000e+00	1.082e-03	6.630e-03
4.550	0.000e+00	0.000e+00	2.164e-03	6.630e-03
4.600	0.000e+00	0.000e+00	2.164e-03	6.630e-03
4.650	0.000e+00	2.652e-03	2.164e-03	3.978e-03
4.700	1.082e-03	1.326e-03	3.247e-03	3.978e-03
4.750	0.000e+00	0.000e+00	1.082e-03	3.978e-03
4.800	0.000e+00	0.000e+00	1.082e-03	6.630e-03
4.850	0.000e+00	1.326e-03	1.082e-03	7.955e-03
4.900	0.000e+00	0.000e+00	3.247e-03	1.061e-02
4.950	0.000e+00	0.000e+00	5.411e-03	5.304e-03
5.000	0.000e+00	0.000e+00	1.082e-03	3.978e-03
5.050	0.000e+00	0.000e+00	0.000e+00	2.652e-03
5.100	0.000e+00	0.000e+00	3.247e-03	3.978e-03
5.150	0.000e+00	0.000e+00	0.000e+00	1.326e-03
5.200	0.000e+00	0.000e+00	4.329e-03	6.630e-03
5.250	0.000e+00	0.000e+00	1.082e-03	3.978e-03
5.300	0.000e+00	0.000e+00	1.082e-03	6.630e-03
5.350	0.000e+00	0.000e+00	2.164e-03	2.652e-03
5.400	0.000e+00	0.000e+00	0.000e+00	5.304e-03
5.450	0.000e+00	0.000e+00	0.000e+00	3.978e-03
5.500	0.000e+00	0.000e+00	1.082e-03	3.978e-03
5.550	0.000e+00	0.000e+00	2.164e-03	2.652e-03
5.600	0.000e+00	0.000e+00	1.082e-03	0.000e+00
5.650	0.000e+00	0.000e+00	0.000e+00	5.304e-03
5.700	0.000e+00	0.000e+00	0.000e+00	2.652e-03
5.750	0.000e+00	0.000e+00	0.000e+00	2.652e-03
5.800	0.000e+00	0.000e+00	0.000e+00	1.326e-03
5.850	0.000e+00	0.000e+00	0.000e+00	2.652e-03
5.900	0.000e+00	0.000e+00	0.000e+00	3.978e-03
5.950	0.000e+00	0.000e+00	0.000e+00	0.000e+00
6.000	0.000e+00	0.000e+00	0.000e+00	2.652e-03
6.050	0.000e+00	0.000e+00	0.000e+00	0.000e+00
6.100	0.000e+00	0.000e+00	1.082e-03	2.652e-03
6.150	0.000e+00	0.000e+00	1.082e-03	0.000e+00
6.200	0.000e+00	0.000e+00	1.082e-03	2.652e-03
6.250	0.000e+00	0.000e+00	0.000e+00	2.652e-03
6.300	0.000e+00	0.000e+00	0.000e+00	0.000e+00
6.350	0.000e+00	0.000e+00	0.000e+00	1.326e-03
6.400	0.000e+00	0.000e+00	0.000e+00	0.000e+00
6.450	0.000e+00	0.000e+00	0.000e+00	1.326e-03
6.500	0.000e+00	0.000e+00	0.000e+00	0.000e+00
6.550	0.000e+00	0.000e+00	0.000e+00	0.000e+00
6.600	0.000e+00	0.000e+00	0.000e+00	1.326e-03
6.650	0.000e+00	0.000e+00	0.000e+00	1.326e-03
6.700	0.000e+00	0.000e+00	1.082e-03	0.000e+00
6.750	0.000e+00	0.000e+00	0.000e+00	0.000e+00
6.800	0.000e+00	0.000e+00	0.000e+00	1.326e-03
6.850	0.000e+00	0.000e+00	1.082e-03	1.326e-03
6.900	0.000e+00	0.000e+00	0.000e+00	0.000e+00
6.950	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.050	0.000e+00	0.000e+00	0.000e+00	1.326e-03
7.100	0.000e+00	0.000e+00	0.000e+00	1.326e-03
7.150	0.000e+00	0.000e+00	0.000e+00	2.652e-03
7.200	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.250	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.300	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.350	0.000e+00	0.000e+00	1.082e-03	1.326e-03
7.400	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.450	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.500	0.000e+00	0.000e+00	0.000e+00	1.326e-03
7.550	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.600	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.650	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.700	0.000e+00	0.000e+00	0.000e+00	1.326e-03
7.750	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.800	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.850	0.000e+00	0.000e+00	0.000e+00	0.000e+00
7.900	0.000e+00	0.000e+00	0.000e+00	1.326e-03
7.950	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.050	0.000e+00	0.000e+00	0.000e+00	1.326e-03
8.100	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.150	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.200	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.250	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.300	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.350	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.400	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.450	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.500	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.550	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.600	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.650	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.700	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.750	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.800	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.850	0.000e+00	0.000e+00	0.000e+00	0.000e+00
8.900	0.000e+00	0.000e+00	1.082e-03	0.000e+00
8.950	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.050	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.100	0.000e+00	0.000e+00	0.000e+00	1.326e-03
9.150	0.000e+00	0.000e+00	0.000e+00	1.326e-03
9.200	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.250	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.300	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.350	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.400	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.450	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.500	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.550	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.600	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.650	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.700	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.750	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.800	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.850	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.900	0.000e+00	0.000e+00	0.000e+00	0.000e+00
9.950	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.050	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.100	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.150	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.200	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.250	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.300	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.350	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.400	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.450	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.500	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.550	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.600	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.650	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.700	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10.750	0.000e+00	0.000e+00	0.000e+00	1.326e-03
